No.,PERIODO,DESTINO DIRECTO,CODIGO IATA,REGION,LATITUD,LONGITUD
1,2021,ARUBA,AUA,EL CARIBE,12.50298029,-70.00828862
2,2021,CURAZAO,CUR,EL CARIBE,12.18836861,-68.9608699
3,2021,HABANA,HAV,EL CARIBE,22.99746895,-82.40776048
4,2021,KINGSTON,KIN,EL CARIBE,17.93754447,-76.77888621
5,2021,MONTEGO BAY,MBJ,EL CARIBE,18.47433272,-78.11640412
6,2021,NASSAU,NAS,EL CARIBE,18.59517234,-77.92526086
7,2021,PORT AU PRINCE,PAP,EL CARIBE,18.5762579,-72.29488826
8,2021,PUNTA CANA,PUJ,EL CARIBE,18.56332197,-68.36865404
9,2021,SAN JUAN,SJU,EL CARIBE,18.43744409,-66.00346367
10,2021,SANTO DOMINGO,SDQ,EL CARIBE,18.43023924,-69.67632447
11,2021,DAVID,DAV,CENTROAMERICA,8.392087632,-82.43160212
12,2021,EL SALVADOR,SAL,CENTROAMERICA,13.44494379,-89.05639716
13,2021,GUATEMALA,GUA,CENTROAMERICA,14.5882581,-90.53067745
14,2021,LADYVILLE,BZE,CENTROAMERICA,17.59382454,-88.34674741
15,2021,MANAGUA,MGA,CENTROAMERICA,12.14446303,-86.17086123
16,2021,SAN JOSE,SJO,CENTROAMERICA,9.997821672,-84.20409639
17,2021,SAN PEDRO DE SULA,SAP,CENTROAMERICA,15.4558529,-87.92752477
18,2021,TEGUCIGALPA,TGU,CENTROAMERICA,14.06086309,-87.21940691
19,2021,AMSTERDAM,AMS,EUROPA,52.31074638,4.768325331
20,2021,ESTAMBUL,ISL,EUROPA,41.2599406,28.74261078
21,2021,MADRID,MAD,EUROPA,40.49846271,-3.567544558
22,2021,PARIS,CDG,EUROPA,49.00973018,2.547719235
23,2021,ATLANTA,ATL,NORTEAMERICA,33.64079964,-84.427625
24,2021,BOSTON,BOS,NORTEAMERICA,42.3656766,-71.00971041
25,2021,CANCUN,CUN,NORTEAMERICA,21.04154307,-86.87413495
26,2021,CHICAGO,ORD,NORTEAMERICA,41.980272,-87.90909446
27,2021,DENVER,DEN,NORTEAMERICA,39.85620335,-104.6738342
28,2021,FT. LAUDERDALE,FLL,NORTEAMERICA,26.07417963,-80.14997409
29,2021,GUADALAJARA,GDL,NORTEAMERICA,20.52574508,-103.3076357
30,2021,HOUSTON,IAH,NORTEAMERICA,29.99016877,-95.33672906
31,2021,LOS ANGELES,LAX,NORTEAMERICA,33.94161558,-118.4084764
32,2021,MEXICO D.F,MEX,NORTEAMERICA,19.43589407,-99.07189757
33,2021,MIAMI,MIA,NORTEAMERICA,25.79393307,-80.27512794
34,2021,MONTERREY,MTY,NORTEAMERICA,25.77776052,-100.1079638
35,2021,MONTREAL,YUL,NORTEAMERICA,45.46582062,-73.74514881
36,2021,NEW YORK,JFK,NORTEAMERICA,40.6416391,-73.77685255
37,2021,NEWARK,EWR,NORTEAMERICA,40.68924665,-74.17444094
38,2021,ORLANDO,MCO,NORTEAMERICA,28.43100673,-81.30810446
39,2021,TAMPA,TPA,NORTEAMERICA,27.97715238,-82.53110602
40,2021,TORONTO,YYZ,NORTEAMERICA,43.6776943,-79.6248948
41,2021,WASHINGTON DC,IAD,NORTEAMERICA,38.95318293,-77.45651734
42,2021,ASUNCION,ASU,SURAMERICA,-25.24155263,-57.51411606
43,2021,BARRANQUILLA,BAQ,SURAMERICA,10.88621662,-74.77652122
44,2021,BELO HORIZONTE,CNF,SURAMERICA,-19.63420004,-43.96527798
45,2021,BOGOTA,BOG,SURAMERICA,4.700918333,-74.14616158
46,2021,BRASILIA,BSB,SURAMERICA,-15.86985041,-47.91734209
47,2021,BUCARAMANGA,BGA,SURAMERICA,7.128028465,-73.18128444
48,2021,BUENOS AIRES,EZE,SURAMERICA,-34.81495153,-58.53399155
49,2021,CALI,CLO,SURAMERICA,3.541042659,-76.38422009
50,2021,CARTAGENA,CTG,SURAMERICA,10.44660318,-75.51499081
51,2021,GUAYAQUIL,GYE,SURAMERICA,-2.148268147,-79.88434209
52,2021,GUYANA,GEO,SURAMERICA,6.506425691,-58.1886085
53,2021,LIMA,LIM,SURAMERICA,-12.02411565,-77.11179997
54,2021,MAIQUETÃA (CARACAS),MIQ,SURAMERICA,10.60225701,-66.99854594
55,2021,MARACAIBO,MAR,SURAMERICA,10.55753684,-71.72803042
56,2021,MONTEVIDEO,MVD,SURAMERICA,-34.83728151,-56.01639438
57,2021,PEREIRA,PEI,SURAMERICA,4.814961095,-75.73649194
58,2021,PORTO ALEGRE,POA,SURAMERICA,-29.99355681,-51.17541329
59,2021,QUITO,UIO,SURAMERICA,-0.124527507,-78.36085808
60,2021,RIO DE JANEIRO ,GIG,SURAMERICA,-22.7945065,-43.21667856
61,2021,(RIO NEGRO) MEDELLIN,MDE,SURAMERICA,6.170815029,-75.42765068
62,2021,SANTA CRUZ,VVI,SURAMERICA,-17.63741483,-63.12479691
63,2021,SANTIAGO CHILE,SCL,SURAMERICA,-33.3898605,-70.79458824
64,2021,SAO PAULO,SAO,SURAMERICA,-23.43054355,-46.4731181
65,2021,"VALENCIA,VENEZUELA",VCL,SURAMERICA,10.15452138,-67.92246306
66,2020,PEKIN,PEK,ASIA,40.07993116,116.6030585
67,2020,TEL AVIV-YAFO,TLV,ASIA,32.00540461,34.88565796
68,2020,ARUBA,AUA,EL CARIBE,12.50298029,-70.00828862
69,2020,BRIDGETOWN,BGI,EL CARIBE,"13.079145153189867, -59.48993500602973",-59.48993501
70,2020,CURAZAO,CUR,EL CARIBE,12.18836861,-68.9608699
71,2020,HABANA,HAV,EL CARIBE,22.99746895,-82.40776048
72,2020,HOGUIN,HOG,EL CARIBE,20.78866596,-76.30497625
73,2020,KINGSTON,KIN,EL CARIBE,17.93754447,-76.77888621
74,2020,MONTEGOBAY,MBJ,EL CARIBE,18.502006,-77.91403975
75,2020,NASSAU,NAS,EL CARIBE,18.59517234,-77.92526086
76,2020,PORT AU PRINCE,PAP,EL CARIBE,18.5762579,-72.29488826
77,2020,PUERTO ESPAÑA,POS,EL CARIBE,10.59760148,-61.33980595
78,2020,PUNTA CANA,PUJ,EL CARIBE,18.56332197,-68.36865404
79,2020,SAN JUAN,SJU,EL CARIBE,18.43722245,-66.00389391
80,2020,SANTA CLARA,SNU,EL CARIBE,22.49775554,-79.93004524
81,2020,SANTIAGO DE LOS CABALLEROS,STI,EL CARIBE,19.40215363,-70.60169583
82,2020,SANTO DOMINGO,SDQ,EL CARIBE,18.43023924,-69.67632447
83,2020,ST. MAARTEN,SXM,EL CARIBE,18.04190039,-63.11291044
84,2020,DAVID,DAV,CENTROAMERICA,8.392087632,-82.43160212
85,2020,EL SALVADOR,SAL,CENTROAMERICA,13.44494379,-89.05639716
86,2020,GUATEMALA,GUA,CENTROAMERICA,14.5882581,-90.53067745
87,2020,LADYVILLE,BZE,CENTROAMERICA,17.59382454,-88.34674741
88,2020,LIBERIA,LIR,CENTROAMERICA,10.60077292,-85.53513511
89,2020,MANAGUA,MGA,CENTROAMERICA,12.14446303,-86.17086123
90,2020,SAN JOSE,SJO,CENTROAMERICA,9.997821672,-84.20409639
91,2020,SAN PREDRO SULA,SAP,CENTROAMERICA,15.4558529,-87.92752477
92,2020,TEGUCIGALPA,TGU,CENTROAMERICA,14.06086309,-87.21940691
93,2020,AMSTERDAM,AMS,EUROPA,52.31074638,4.768325331
94,2020,FRANKFURT,FRA,EUROPA,50.03793258,8.562377104
95,2020,ESTAMBUL,ISL,EUROPA,41.2599406,28.74261078
96,2020,GRAN CANARIA,LPA,EUROPA,27.93934167,-15.38973612
97,2020,MADRID,MAD,EUROPA,40.49846271,-3.567544558
98,2020,MILAN,MXP,EUROPA,45.62997245,8.72542341
99,2020,PARIS,CDG,EUROPA,49.00973018,2.547719235
100,2020,ATLANTA,ATL,NORTEAMERICA,33.64079964,-84.427625
101,2020,BOSTON,BOS,NORTEAMERICA,42.3656766,-71.00971041
102,2020,CHICAGO,ORD,NORTEAMERICA,41.980272,-87.90909446
103,2020,CANCUN,CUN,NORTEAMERICA,21.04154307,-86.87413495
104,2020,DENVER,DEN,NORTEAMERICA,39.85620335,-104.6738342
105,2020,FT. LAUDERDALE,FLL,NORTEAMERICA,26.07417963,-80.14997409
106,2020,GUADALAJARA,GDL,NORTEAMERICA,20.52574508,-103.3076357
107,2020,HOUSTON,IAH,NORTEAMERICA,29.99016877,-95.33672906
108,2020,LAS VEGAS,LAS,NORTEAMERICA,36.08404029,-115.1536231
109,2020,LOS ANGELES,LAX,NORTEAMERICA,33.94161558,-118.4084764
110,2020,MEXICO D.F,MEX,NORTEAMERICA,19.43589407,-99.07189757
111,2020,MIAMI,MIA,NORTEAMERICA,25.79393307,-80.27512794
112,2020,MONTERREY,MTY,NORTEAMERICA,25.77776052,-100.1079638
113,2020,MONTREAL,YUL,NORTEAMERICA,45.46582062,-73.74514881
114,2020,NEW ORLEANS,MSY,NORTEAMERICA,29.99092322,-90.25917626
115,2020,NEW YORK,JFK,NORTEAMERICA,40.6416391,-73.77685255
116,2020,NEWARK,EWR,NORTEAMERICA,40.68924665,-74.17444094
117,2020,ORLANDO,MCO,NORTEAMERICA,28.43100673,-81.30810446
118,2020,PUERTO VALLARTA,PVR,NORTEAMERICA,20.6806288,-105.2522904
119,2020,SAN FRANCISCO,SFO,NORTEAMERICA,37.62144035,-122.3791485
120,2020,TAMPA,TPA,NORTEAMERICA,27.97715238,-82.53110602
121,2020,TORONTO,YYZ,NORTEAMERICA,43.6776943,-79.6248948
122,2020,WASHINGTON DC,IAD,NORTEAMERICA,38.95318293,-77.45651734
123,2020,ASUNCION,ASU,SURAMERICA,-25.24155263,-57.51411606
124,2020,BARQUISIMETO,BRM,SURAMERICA,10.04648983,-69.3587555
125,2020,BARRANQUILLA,BAQ,SURAMERICA,10.88621662,-74.77652122
126,2020,BELO HORIZONTE,CNF,SURAMERICA,-19.63420004,-43.96527798
127,2020,BOGOTA,BOG,SURAMERICA,4.700918333,-74.14616158
128,2020,BRASILIA,BSB,SURAMERICA,-15.86985041,-47.91734209
129,2020,BUCARAMANGA,BGA,SURAMERICA,7.128028465,-73.18128444
130,2020,BUENOS AIRES,EZE,SURAMERICA,-34.81495153,-58.53399155
131,2020,CALI,CLO,SURAMERICA,3.541042659,-76.38422009
132,2020,CARTAGENA,CTG,SURAMERICA,10.44660318,-75.51499081
133,2020,CHICLAYO,CIX,SURAMERICA,-6.77672729,-79.82918017
134,2020,CORDOBA,COR,SURAMERICA,-31.3158266,-64.2143293
135,2020,GUAYAQUIL,GYE,SURAMERICA,-2.148268147,-79.88434209
136,2020,GUYANA,GEO,SURAMERICA,6.506425691,-58.1886085
137,2020,LIMA,LIM,SURAMERICA,-12.02411565,-77.11179997
138,2020,MAIQUETÍA (CARACAS),MIQ,SURAMERICA,10.60225701,-66.99854594
139,2020,MANAOS,MAO,SURAMERICA,-3.036115242,-60.04650729
140,2020,MARACAIBO,MAR,SURAMERICA,10.55753684,-71.72803042
141,2020,MENDOZA,MDZ,SURAMERICA,-32.82753329,-68.79779041
142,2020,MONTEVIDEO,MVD,SURAMERICA,-34.83728151,-56.01639438
143,2020,PARAMARIBO,PBM,SURAMERICA,5.467682416,-55.25827397
144,2020,PEREIRA,PEI,SURAMERICA,4.814961095,-75.73649194
145,2020,PORTO ALEGRE,POA,SURAMERICA,-29.99355681,-51.17541329
146,2020,QUITO,UIO,SURAMERICA,-0.124527507,-78.36085808
147,2020,RECIFE,REC,SURAMERICA,-8.12617578,-34.92413342
148,2020,RIO DE JANEIRO,GIG,SURAMERICA,-22.7945065,-43.21667856
149,2020,(RIO NEGRO) MEDELLIN,MDE,SURAMERICA,6.170815029,-75.42765068
150,2020,ROSARIO,ROS,SURAMERICA,-32.90599299,-60.72818271
151,2020,SALTA,SLA,SURAMERICA,-24.84402084,-65.47866113
152,2020,SALVADOR DE BAHIA,SSA,SURAMERICA,-12.91089095,-38.33075439
153,2020,SAN ANDRES,ADZ,SURAMERICA,12.58756867,-81.70209802
154,2020,SANTA CRUZ,VVI,SURAMERICA,-17.63741483,-63.12479691
155,2020,SANTIAGO DE CHILE,SCL,SURAMERICA,-33.3898605,-70.79458824
156,2020,SAO PAULO,SAO,SURAMERICA,-23.43054355,-46.4731181
157,2020,"VALENCIA, VENEZUELA",VCL,SURAMERICA,10.15452138,-67.92246306
158,2019,DAVID,DAV,CENTROAMERICA,8.392087632,-82.43160212
159,2019,EL SALVADOR,SAL,CENTROAMERICA,13.44494379,-89.05639716
160,2019,GUATEMALA,GUA,CENTROAMERICA,14.5882581,-90.53067745
161,2019,LADYVILLE,BZE,CENTROAMERICA,17.59382454,-88.34674741
162,2019,LIBERIA,LIR,CENTROAMERICA,10.60077292,-85.53513511
163,2019,MANAGUA,MGA,CENTROAMERICA,12.14446303,-86.17086123
164,2019,SAN JOSE,OCO,CENTROAMERICA,9.997821672,-84.20409639
